Year,Engine_Size,Mileage,Doors,Owner_Count,Price
2011.0,1.4,108001.0,2.0,2.0,6639
2012.0,1.7,122057.0,3.0,2.0,7958
2017.0,4.0,229856.0,2.0,2.0,10102
2017.0,5.0,292452.0,3.0,4.0,10350
2023.0,1.6,240278.0,3.0,5.0,11294
2020.0,1.9,27280.0,4.0,3.0,14954
2012.0,3.3,236234.0,2.0,4.0,8775
2003.0,2.6,192971.0,2.0,1.0,5740
2020.0,1.6,111811.0,4.0,5.0,11463
2014.0,2.8,190214.0,5.0,2.0,9795
2016.0,3.4,65234.0,5.0,5.0,11995
2005.0,3.7,180656.0,2.0,2.0,6686
2006.0,4.8,92339.0,2.0,3.0,11353
2011.0,2.7,298055.0,3.0,3.0,4138
2009.0,2.9,174884.0,4.0,5.0,8702
2022.0,3.6,538.0,2.0,1.0,16289
2007.0,3.4,256558.0,2.0,4.0,6468
2013.0,3.2,254892.0,4.0,5.0,6102
2012.0,2.8,205270.0,3.0,2.0,7894
2017.0,4.5,276657.0,4.0,1.0,10166
2014.0,1.4,36243.0,2.0,5.0,10975
2022.0,1.6,203941.0,2.0,5.0,8221
2022.0,2.8,281596.0,5.0,5.0,8868
2022.0,4.1,15423.0,4.0,3.0,15491
2012.0,1.3,54865.0,3.0,1.0,10402
2004.0,3.1,201488.0,4.0,4.0,4370
2000.0,2.5,232662.0,4.0,1.0,3946
2011.0,1.1,78434.0,2.0,2.0,7931
2008.0,3.9,282296.0,3.0,1.0,7254
2008.0,1.0,260882.0,3.0,3.0,2282
2017.0,4.2,59104.0,2.0,3.0,13717
2008.0,2.0,52053.0,3.0,2.0,7458
2015.0,1.6,202711.0,3.0,1.0,7645
2003.0,1.3,19031.0,3.0,2.0,5919
2021.0,2.9,275340.0,3.0,4.0,9793
2012.0,2.4,29289.0,2.0,4.0,9514
2016.0,2.0,131907.0,3.0,3.0,8261
2006.0,1.3,296079.0,4.0,4.0,2000
2002.0,1.9,8589.0,4.0,5.0,7928
2014.0,4.5,252087.0,4.0,4.0,7758
2004.0,2.9,270174.0,5.0,5.0,5296
2003.0,2.1,194695.0,5.0,5.0,5206
2011.0,4.4,132007.0,3.0,3.0,10659
2018.0,3.9,216924.0,5.0,3.0,11061
2015.0,2.4,89366.0,2.0,2.0,11212
2006.0,3.6,59893.0,5.0,1.0,9302
2009.0,3.1,254527.0,5.0,1.0,7309
2013.0,2.7,60631.0,4.0,3.0,9487
2020.0,3.4,29249.0,2.0,4.0,12915
2006.0,1.0,199849.0,5.0,4.0,2903
2008.0,3.8,226997.0,3.0,5.0,5760
2010.0,3.0,46648.0,5.0,3.0,12667
2020.0,4.9,113616.0,3.0,3.0,14227
2004.0,3.4,272359.0,4.0,1.0,3252
2005.0,1.1,135809.0,4.0,4.0,3983
2012.0,4.3,153919.0,5.0,2.0,8921
2018.0,3.9,157385.0,2.0,2.0,13752
2010.0,2.4,235850.0,4.0,4.0,5783
2013.0,1.2,222661.0,3.0,4.0,6246
2009.0,2.1,139275.0,5.0,5.0,9614
2019.0,1.7,188824.0,4.0,2.0,10223
2009.0,4.5,119948.0,3.0,3.0,10401
2006.0,3.0,110232.0,2.0,3.0,6695
2000.0,2.2,299016.0,3.0,4.0,2000
2005.0,4.3,80192.0,3.0,5.0,9296
2002.0,1.5,75593.0,2.0,3.0,7188
2017.0,3.2,93604.0,4.0,5.0,13027
2023.0,3.2,122492.0,2.0,4.0,13250
2004.0,4.8,252834.0,3.0,1.0,5043
2005.0,1.3,256169.0,4.0,5.0,3776
2023.0,2.0,174102.0,5.0,5.0,12017
2011.0,3.3,124745.0,2.0,3.0,8205
2002.0,3.6,256231.0,5.0,4.0,3175
2023.0,2.2,210515.0,4.0,4.0,10989
2005.0,1.1,171245.0,4.0,4.0,3275
2009.0,2.1,141534.0,3.0,4.0,8069
2013.0,4.2,26112.0,3.0,3.0,12677
2002.0,2.9,272485.0,2.0,5.0,3150
2012.0,4.0,112245.0,4.0,3.0,10955
2004.0,1.9,13436.0,3.0,3.0,6931
2015.0,3.7,72661.0,4.0,4.0,11846
2009.0,3.6,51350.0,5.0,1.0,11373
2016.0,2.4,289394.0,2.0,2.0,8012
2023.0,1.7,109838.0,3.0,2.0,10503
2005.0,3.5,201139.0,5.0,3.0,5077
2005.0,1.5,206385.0,3.0,1.0,3972
2014.0,4.0,77561.0,2.0,4.0,10748
2012.0,2.5,122181.0,3.0,4.0,9756
2017.0,4.8,36286.0,4.0,4.0,13274
2002.0,3.2,8437.0,5.0,1.0,9731
2003.0,2.8,239707.0,2.0,5.0,5505
2007.0,4.6,62688.0,3.0,4.0,11546
2000.0,3.5,286192.0,2.0,5.0,4376
2002.0,1.2,211790.0,4.0,3.0,2000
2016.0,2.8,72677.0,5.0,3.0,12746
2013.0,2.7,232392.0,5.0,5.0,9552
2002.0,1.9,17843.0,2.0,3.0,6243
2020.0,1.1,271910.0,5.0,5.0,9261
2004.0,1.7,209392.0,3.0,2.0,4812
2023.0,3.3,90330.0,4.0,1.0,13493
2023.0,3.1,183781.0,3.0,1.0,12924
2004.0,1.6,225565.0,4.0,3.0,2388
2006.0,2.5,150504.0,4.0,3.0,7389
2022.0,3.6,217850.0,2.0,5.0,10943
2008.0,2.5,223819.0,4.0,4.0,4523
2004.0,2.4,40005.0,2.0,1.0,6899
2015.0,4.8,169599.0,3.0,4.0,10008
2021.0,1.3,199703.0,3.0,4.0,9705
2010.0,1.3,202284.0,5.0,3.0,5354
2018.0,2.4,82051.0,3.0,4.0,12758
2004.0,3.8,8659.0,5.0,3.0,10926
2004.0,3.5,97304.0,5.0,3.0,6853
2002.0,4.0,119893.0,5.0,4.0,7802
2011.0,2.3,255372.0,5.0,5.0,6092
2005.0,3.8,189411.0,4.0,4.0,9111
2022.0,2.3,137767.0,3.0,5.0,13744
2008.0,1.4,192410.0,5.0,3.0,6051
2011.0,4.1,171809.0,2.0,1.0,11563
2014.0,3.7,32883.0,5.0,1.0,11342
2004.0,2.0,189384.0,2.0,2.0,3512
2021.0,2.4,70665.0,5.0,2.0,13386
2008.0,2.7,53414.0,2.0,2.0,10631
2018.0,4.9,192169.0,5.0,3.0,14056
2014.0,4.2,43329.0,4.0,1.0,13133
2021.0,2.4,115092.0,2.0,1.0,11998
2018.0,1.2,246762.0,2.0,4.0,7764
2008.0,2.1,266257.0,5.0,1.0,4774
2010.0,2.5,268750.0,2.0,4.0,5225
2013.0,3.5,97089.0,3.0,5.0,9558
2017.0,4.9,117104.0,4.0,3.0,11757
2002.0,4.0,36513.0,4.0,1.0,9469
2013.0,1.8,269377.0,3.0,2.0,4412
2009.0,4.8,113441.0,4.0,1.0,11331
2019.0,4.6,174945.0,4.0,2.0,12901
2017.0,4.9,241010.0,4.0,2.0,10279
2012.0,1.7,18936.0,2.0,4.0,9021
2017.0,1.1,15401.0,4.0,5.0,9991
2003.0,2.0,63899.0,3.0,2.0,9222
2013.0,3.7,250130.0,3.0,5.0,6697
2007.0,3.6,19512.0,4.0,3.0,10909
2003.0,3.5,97355.0,3.0,3.0,6552
2017.0,1.6,46400.0,3.0,3.0,11872
2005.0,4.8,133567.0,5.0,2.0,7728
2007.0,2.0,109453.0,3.0,3.0,8010
2011.0,1.1,220420.0,2.0,4.0,5591
2011.0,1.8,265824.0,2.0,2.0,5883
2008.0,2.6,271567.0,2.0,2.0,7168
2022.0,4.9,286358.0,2.0,3.0,9872
2019.0,3.1,64185.0,3.0,3.0,11616
2004.0,2.5,261129.0,5.0,3.0,4077
2000.0,2.6,166188.0,2.0,4.0,5376
2018.0,4.1,151138.0,4.0,2.0,10577
2001.0,4.5,164665.0,2.0,2.0,6606
2021.0,4.2,16425.0,2.0,3.0,14271
2002.0,3.9,207519.0,5.0,1.0,7949
2023.0,1.2,304.0,2.0,1.0,13193
2021.0,1.0,263836.0,4.0,3.0,6123
2002.0,3.1,153222.0,5.0,2.0,6235
2018.0,3.5,44918.0,4.0,3.0,14101
2023.0,3.5,186677.0,2.0,4.0,12766
2020.0,2.5,170703.0,5.0,4.0,11685
2003.0,3.5,288928.0,3.0,3.0,2721
2020.0,1.6,46525.0,5.0,1.0,12269
2001.0,4.7,146954.0,2.0,1.0,7660
2000.0,2.2,237559.0,4.0,5.0,3548
2015.0,3.7,89557.0,4.0,4.0,12008
2019.0,4.7,292565.0,5.0,5.0,11148
2010.0,2.5,296480.0,2.0,3.0,3670
2002.0,3.3,244368.0,3.0,5.0,3112
2005.0,2.7,45510.0,2.0,3.0,9889
2022.0,4.7,170105.0,5.0,3.0,13997
2011.0,2.5,94439.0,2.0,3.0,11511
2022.0,2.6,141331.0,5.0,1.0,11973
2021.0,4.0,105522.0,5.0,5.0,12289
2009.0,2.7,217224.0,4.0,5.0,5155
2011.0,1.2,144904.0,5.0,5.0,5701
2009.0,1.9,22913.0,3.0,2.0,8241
2008.0,2.8,227755.0,5.0,3.0,6244
2023.0,3.8,216961.0,5.0,4.0,13960
2003.0,3.2,85005.0,3.0,1.0,6499
2021.0,3.6,79401.0,4.0,3.0,13911
2002.0,3.3,26697.0,3.0,5.0,8466
2022.0,3.0,265987.0,5.0,5.0,8380
2015.0,2.0,125458.0,2.0,3.0,8090
2009.0,5.0,243936.0,4.0,5.0,6921
2006.0,4.8,252463.0,4.0,5.0,5650
2022.0,3.5,209432.0,4.0,5.0,10011
2001.0,1.4,105088.0,2.0,1.0,3698
2023.0,1.9,31933.0,2.0,3.0,15761
2011.0,3.9,58298.0,4.0,5.0,12134
2021.0,3.1,277817.0,5.0,3.0,7943
2014.0,1.1,89812.0,3.0,2.0,9103
2019.0,2.6,30363.0,2.0,1.0,15292
2015.0,3.2,113979.0,5.0,3.0,10520
2021.0,3.1,159076.0,4.0,4.0,13818
2003.0,4.6,177271.0,3.0,4.0,8054
2012.0,3.6,23912.0,3.0,3.0,12821
2017.0,2.1,139597.0,4.0,1.0,8508
2007.0,1.3,32956.0,5.0,4.0,7840
2018.0,2.9,98160.0,2.0,4.0,12436
2021.0,4.8,181278.0,2.0,4.0,13074
2020.0,1.1,213443.0,5.0,4.0,10431
2023.0,3.8,250150.0,5.0,4.0,9797
2001.0,1.7,96682.0,3.0,2.0,4166
2009.0,2.5,148855.0,5.0,2.0,8322
2000.0,2.7,245909.0,4.0,4.0,2000
2012.0,4.0,185073.0,5.0,1.0,7998
2008.0,1.1,248569.0,5.0,5.0,2628
2014.0,1.1,219921.0,2.0,2.0,5001
2019.0,1.0,251842.0,5.0,1.0,5763
2010.0,4.4,100916.0,5.0,1.0,10981
2006.0,4.2,175387.0,5.0,3.0,7592
2017.0,2.6,279367.0,5.0,1.0,6212
2006.0,4.3,128881.0,3.0,1.0,11122
2021.0,1.3,295825.0,4.0,5.0,8283
2001.0,2.7,74508.0,4.0,1.0,9109
2009.0,1.8,74482.0,4.0,1.0,9110
2016.0,2.7,150220.0,4.0,5.0,10595
2014.0,3.2,253316.0,3.0,5.0,7933
2016.0,1.6,41061.0,5.0,1.0,9678
2023.0,3.6,45801.0,4.0,4.0,15183
2020.0,4.4,132926.0,4.0,5.0,13341
2012.0,4.7,124920.0,4.0,4.0,11401
2016.0,1.4,132100.0,2.0,4.0,7658
2023.0,2.9,142524.0,3.0,3.0,13049
2018.0,2.8,23722.0,5.0,5.0,11825
2002.0,1.4,122799.0,2.0,1.0,3644
2006.0,2.5,57444.0,2.0,1.0,10751
2004.0,3.4,90326.0,4.0,3.0,9393
2010.0,3.7,236872.0,2.0,2.0,8562
2005.0,4.2,207548.0,4.0,2.0,9149
2012.0,2.9,259817.0,3.0,5.0,6403
2013.0,4.9,208159.0,4.0,1.0,8736
2012.0,4.0,92692.0,3.0,2.0,11846
2005.0,4.2,116904.0,4.0,3.0,8461
2014.0,4.3,175693.0,3.0,4.0,11086
2002.0,3.2,215104.0,2.0,4.0,3597
2012.0,4.4,94413.0,3.0,4.0,12211
2005.0,1.8,166364.0,2.0,3.0,5072
2014.0,3.7,267929.0,4.0,1.0,7641
2017.0,3.1,160266.0,5.0,1.0,12594
2016.0,4.9,226208.0,5.0,3.0,9275
2005.0,1.6,92903.0,3.0,1.0,7841
2010.0,2.7,892.0,2.0,3.0,12282
2021.0,5.0,183606.0,4.0,1.0,11727
2011.0,1.4,712.0,5.0,2.0,8785
2005.0,2.5,296474.0,3.0,2.0,4170
2010.0,4.3,86587.0,2.0,1.0,13168
2016.0,4.5,186516.0,5.0,3.0,9669
2003.0,2.7,297911.0,3.0,2.0,2000
2006.0,1.4,227710.0,5.0,3.0,2745
2008.0,1.9,13436.0,4.0,1.0,10131
2007.0,3.8,160230.0,4.0,2.0,10295
2019.0,2.7,102946.0,5.0,4.0,12441
2021.0,4.7,182833.0,4.0,4.0,11443
2016.0,4.3,123202.0,4.0,1.0,12735
2010.0,3.2,154894.0,3.0,5.0,8202
2009.0,2.7,190357.0,4.0,5.0,5692
2007.0,1.6,84889.0,4.0,3.0,8102
2004.0,3.2,74305.0,3.0,5.0,7013
2021.0,2.5,151011.0,4.0,2.0,13379
2017.0,4.2,112955.0,5.0,1.0,11140
2010.0,3.8,102003.0,5.0,5.0,10859
2000.0,1.4,298968.0,5.0,1.0,2000
2000.0,3.4,268243.0,2.0,4.0,4135
2006.0,4.2,72222.0,2.0,2.0,10155
2001.0,4.0,35704.0,5.0,3.0,10185
2016.0,2.8,224812.0,2.0,4.0,8203
2012.0,3.4,94189.0,5.0,2.0,9216
2003.0,1.1,120067.0,5.0,1.0,5698
2015.0,4.6,75917.0,3.0,5.0,15181
2019.0,4.9,265884.0,2.0,1.0,10382
2016.0,1.4,216284.0,3.0,2.0,7474
2015.0,4.2,71375.0,2.0,3.0,11372
2020.0,1.7,195565.0,2.0,5.0,9388
2007.0,5.0,251657.0,2.0,1.0,6166
2021.0,2.4,77443.0,2.0,5.0,13251
2010.0,3.4,212166.0,2.0,2.0,9756
2011.0,1.1,108748.0,5.0,2.0,7325
2022.0,4.4,181785.0,2.0,3.0,11464
2010.0,1.9,122590.0,2.0,3.0,7548
2022.0,4.0,159928.0,2.0,3.0,11501
2017.0,2.4,137364.0,5.0,2.0,11352
2018.0,4.8,176896.0,3.0,3.0,12762
2021.0,4.4,139803.0,3.0,4.0,14503
2009.0,2.4,133857.0,4.0,2.0,6522
2012.0,3.6,160829.0,3.0,5.0,10083
2022.0,4.0,66018.0,4.0,5.0,14879
2017.0,2.5,144055.0,2.0,5.0,8818
2013.0,1.7,256396.0,4.0,5.0,4572
2010.0,2.6,51964.0,2.0,3.0,10660
2016.0,1.6,19827.0,5.0,2.0,12103
2015.0,2.6,17615.0,2.0,4.0,12847
2000.0,2.2,174062.0,2.0,5.0,3818
2015.0,3.3,160346.0,2.0,5.0,10693
2015.0,1.8,95211.0,4.0,3.0,9495
2018.0,2.8,147851.0,4.0,2.0,11342
2020.0,2.0,64810.0,5.0,2.0,12803
2008.0,4.3,59374.0,4.0,3.0,11112
2012.0,3.6,130041.0,5.0,4.0,11199
2001.0,3.0,5677.0,4.0,2.0,8286
2020.0,2.8,84377.0,2.0,1.0,13212
2018.0,1.3,172589.0,3.0,5.0,10848
2016.0,3.1,52589.0,5.0,2.0,13448
2004.0,4.0,187692.0,2.0,3.0,7546
2013.0,1.6,112579.0,5.0,1.0,10848
2017.0,2.1,48595.0,5.0,5.0,12828
2022.0,2.8,193179.0,4.0,5.0,11636
2021.0,3.3,14806.0,3.0,4.0,15403
2012.0,3.2,63251.0,4.0,2.0,12134
2019.0,3.0,15814.0,2.0,2.0,13983
2011.0,2.7,21260.0,4.0,5.0,11674
2005.0,3.9,258964.0,2.0,3.0,5320
2005.0,1.0,68819.0,2.0,3.0,6223
2009.0,2.5,185382.0,4.0,1.0,5592
2001.0,4.7,194851.0,2.0,5.0,6202
2015.0,4.4,9382.0,2.0,3.0,12812
2009.0,3.3,74667.0,5.0,5.0,8606
2021.0,1.2,71340.0,3.0,4.0,10173
2002.0,3.2,163937.0,3.0,1.0,6621
2021.0,1.0,226314.0,5.0,5.0,8873
2009.0,1.1,11510.0,2.0,1.0,8669
2000.0,4.4,90949.0,3.0,5.0,9181
2013.0,3.9,223151.0,5.0,4.0,9436
2007.0,4.6,264351.0,3.0,1.0,7012
2016.0,2.3,4516.0,4.0,1.0,13109
2019.0,4.2,167792.0,5.0,4.0,13144
2020.0,4.7,56519.0,5.0,4.0,15669
2006.0,3.8,99812.0,3.0,1.0,9703
2001.0,2.9,166415.0,4.0,3.0,5471
2001.0,1.3,38154.0,2.0,5.0,8436
2012.0,4.8,22948.0,3.0,2.0,13041
2017.0,1.4,68227.0,3.0,5.0,10735
2000.0,4.0,39659.0,3.0,5.0,7306
2000.0,3.6,135280.0,3.0,5.0,6494
2005.0,1.5,54274.0,5.0,4.0,7514
2005.0,3.2,155550.0,5.0,4.0,7689
2008.0,4.5,246080.0,5.0,1.0,6078
2015.0,3.7,135789.0,2.0,2.0,11084
2004.0,2.7,168782.0,5.0,4.0,6124
2019.0,2.5,299406.0,3.0,1.0,7311
2013.0,4.2,102212.0,4.0,5.0,10155
2001.0,2.4,257319.0,3.0,1.0,2000
2015.0,4.3,239633.0,3.0,5.0,10107
2001.0,4.1,131476.0,4.0,3.0,5870
2011.0,3.2,193292.0,3.0,3.0,8734
2014.0,3.9,98449.0,5.0,4.0,10231
2013.0,3.0,55558.0,4.0,1.0,11388
2022.0,2.8,44239.0,2.0,5.0,13615
2016.0,3.1,75358.0,5.0,3.0,11992
2019.0,2.9,247451.0,3.0,3.0,7750
2014.0,3.9,112331.0,2.0,5.0,9953
2009.0,3.6,9934.0,4.0,2.0,13701
2002.0,1.0,135119.0,5.0,4.0,2997
2010.0,4.0,129931.0,4.0,5.0,11001
2001.0,3.3,67635.0,3.0,5.0,6347
2002.0,2.1,44278.0,5.0,5.0,7414
2016.0,1.0,53839.0,2.0,1.0,10823
2015.0,3.7,119160.0,4.0,3.0,13416
2004.0,4.4,37216.0,3.0,1.0,9955
2013.0,3.6,114121.0,2.0,1.0,10817
2011.0,1.4,166927.0,3.0,5.0,5461
2003.0,2.2,129833.0,2.0,3.0,4603
2000.0,5.0,209293.0,4.0,4.0,6914
2002.0,2.8,223989.0,3.0,4.0,4520
2005.0,1.8,171240.0,5.0,4.0,3975
2017.0,3.4,117752.0,5.0,1.0,11244
2011.0,1.5,173761.0,3.0,5.0,6424
2010.0,4.9,187042.0,5.0,1.0,10259
2010.0,2.9,93513.0,5.0,3.0,9129
2019.0,2.5,91607.0,4.0,4.0,12967
2003.0,2.1,178043.0,2.0,2.0,3539
2005.0,1.3,234518.0,3.0,3.0,3709
2011.0,4.6,282280.0,3.0,3.0,8354
2011.0,4.7,66344.0,4.0,3.0,10773
2011.0,4.1,214542.0,2.0,5.0,7209
2017.0,2.7,242456.0,2.0,5.0,9550
2015.0,3.1,203562.0,4.0,3.0,7628
2011.0,3.3,216830.0,3.0,5.0,7863
2007.0,2.9,228537.0,2.0,4.0,5529
2017.0,1.6,32531.0,5.0,4.0,11149
2006.0,1.3,96152.0,3.0,4.0,5276
2012.0,2.0,28091.0,4.0,3.0,9138
2003.0,2.6,89008.0,5.0,3.0,7819
2013.0,3.0,245000.0,5.0,5.0,6100
2022.0,4.3,230697.0,5.0,3.0,12386
2023.0,3.9,58107.0,3.0,2.0,14737
2001.0,2.2,85799.0,2.0,1.0,6384
2005.0,2.5,183684.0,5.0,1.0,4426
2006.0,2.5,78706.0,2.0,3.0,6825
2004.0,2.4,129753.0,3.0,5.0,6604
2000.0,2.3,222441.0,2.0,3.0,2951
2011.0,2.4,291467.0,3.0,1.0,5970
2002.0,1.5,12478.0,3.0,3.0,5950
2023.0,4.7,142982.0,5.0,3.0,13840
2005.0,2.4,234690.0,4.0,3.0,5806
2003.0,3.9,149269.0,3.0,2.0,8414
2007.0,4.5,56348.0,5.0,5.0,9573
2016.0,4.8,1064.0,2.0,1.0,14678
2009.0,4.1,96287.0,5.0,4.0,12474
2018.0,1.5,81520.0,3.0,5.0,12869
2005.0,2.1,79897.0,5.0,3.0,8602
2020.0,2.2,181518.0,4.0,2.0,8669
2016.0,2.4,156430.0,2.0,2.0,10171
2010.0,1.8,38947.0,4.0,4.0,9621
2010.0,3.8,51040.0,5.0,2.0,11379
2010.0,2.1,44690.0,3.0,4.0,8306
2006.0,4.4,233491.0,4.0,1.0,5630
2013.0,4.6,105259.0,3.0,4.0,11994
2020.0,3.9,34167.0,3.0,4.0,14816
2007.0,1.8,97552.0,3.0,4.0,8548
2000.0,1.4,192625.0,3.0,5.0,2000
2005.0,4.6,147137.0,5.0,4.0,9257
2005.0,1.1,210763.0,5.0,5.0,3984
2013.0,1.1,294516.0,4.0,1.0,3209
2013.0,4.2,79579.0,5.0,3.0,12108
2018.0,2.2,279897.0,2.0,5.0,6102
2003.0,1.2,53980.0,4.0,3.0,5120
2023.0,2.3,233943.0,2.0,5.0,10121
2011.0,4.6,128078.0,4.0,2.0,10938
2008.0,1.9,279604.0,4.0,4.0,4307
2004.0,4.6,99579.0,2.0,1.0,9408
2020.0,1.9,202766.0,4.0,4.0,10444
2004.0,4.8,139871.0,2.0,4.0,7302
2003.0,2.2,71321.0,3.0,1.0,9273
2017.0,1.8,94503.0,4.0,3.0,9109
2017.0,5.0,37949.0,4.0,4.0,14941
2015.0,4.7,91544.0,3.0,1.0,14969
2011.0,3.8,123345.0,4.0,5.0,10233
2013.0,1.7,105823.0,2.0,1.0,9583
2007.0,3.3,114799.0,3.0,2.0,8204
2006.0,3.0,16540.0,2.0,1.0,9569
2019.0,4.5,87606.0,5.0,1.0,16047
2016.0,4.9,118813.0,4.0,1.0,14923
